x,y,z,avg_af,avg_relV,H_index,var_af,drift_flux,avg_dPdy
1.44000000e-02,2.40000000e-02,0.00000000e+00,9.96014427e-01,7.00434443e-01,6.94676970e-01,8.32517719e-05,-1.82812293e-05,3.07995051e+01
1.92000000e-02,2.40000000e-02,0.00000000e+00,9.90092024e-01,4.80923147e-01,2.59482004e-01,2.77196860e-04,4.98766287e-04,2.97425589e+01
2.40000000e-02,2.40000000e-02,0.00000000e+00,9.94980135e-01,3.74869275e-01,6.46789089e-01,1.08836823e-04,-1.28925815e-05,-4.96981223e+00
2.88000000e-02,2.40000000e-02,0.00000000e+00,9.84514572e-01,4.66173542e-01,2.50854959e-01,9.10406650e-04,2.79964157e-04,-8.43511353e+01
3.36000000e-02,2.40000000e-02,0.00000000e+00,9.87443406e-01,4.85397150e-01,4.21595026e-01,3.76045614e-04,-6.53917560e-04,-1.53291952e+02
0.00000000e+00,2.88000000e-02,0.00000000e+00,9.95831260e-01,9.58475683e-01,7.04439273e-01,8.66809296e-05,9.96616508e-06,-3.68858608e+01
4.80000000e-03,2.88000000e-02,0.00000000e+00,9.89937944e-01,5.40802424e-01,6.11661287e-01,2.18319968e-04,-6.51919830e-05,-6.29043369e+01
9.60000000e-03,2.88000000e-02,0.00000000e+00,9.84955333e-01,3.24913904e-01,6.47282732e-01,4.14470101e-04,-4.50511089e-05,-1.02412297e+02
1.44000000e-02,2.88000000e-02,0.00000000e+00,9.92771170e-01,6.28263914e-01,6.60904873e-01,1.75648741e-04,1.67065877e-04,-4.26824994e+01
1.92000000e-02,2.88000000e-02,0.00000000e+00,9.82991969e-01,3.40050584e-01,4.29047696e-01,4.85283032e-04,9.53007033e-05,-8.67741411e+01
2.40000000e-02,2.88000000e-02,0.00000000e+00,9.91749113e-01,4.47455698e-01,6.10077965e-01,1.93617825e-04,1.41145388e-04,-6.10669118e+01
2.88000000e-02,2.88000000e-02,0.00000000e+00,9.82936238e-01,3.12935094e-01,4.91283985e-01,4.09209454e-04,1.73232394e-05,-7.00899772e+01
3.36000000e-02,2.88000000e-02,0.00000000e+00,9.92963146e-01,4.45287790e-01,5.08491492e-01,1.45734247e-04,-5.60067630e-05,-2.56686779e+01
0.00000000e+00,3.36000000e-02,0.00000000e+00,9.94371423e-01,8.47464800e-01,6.86618881e-01,1.20684268e-04,7.34460816e-05,2.58362194e-01
4.80000000e-03,3.36000000e-02,0.00000000e+00,9.92458655e-01,6.61231497e-01,5.97985636e-01,1.67662567e-04,-1.14247866e-04,-1.32071187e+01
9.60000000e-03,3.36000000e-02,0.00000000e+00,9.95527502e-01,5.69982151e-01,5.12221193e-01,1.25673279e-04,-1.56520725e-04,4.23658918e-01
1.44000000e-02,3.36000000e-02,0.00000000e+00,9.88268852e-01,4.14461189e-01,7.26228344e-01,2.69719727e-04,-2.15679941e-04,-5.52149797e+01
1.92000000e-02,3.36000000e-02,0.00000000e+00,9.90544168e-01,3.05137609e-01,6.87451783e-01,2.27959430e-04,4.86834952e-06,-2.90261648e+01
2.40000000e-02,3.36000000e-02,0.00000000e+00,9.90972516e-01,4.24382219e-01,5.52756392e-01,1.99584960e-04,1.83176082e-04,-4.78428030e+00
2.88000000e-02,3.36000000e-02,0.00000000e+00,9.84574808e-01,2.09443522e-01,7.56331638e-01,3.97716515e-04,-1.20374692e-04,-2.40216591e+01
3.36000000e-02,3.36000000e-02,0.00000000e+00,9.91257164e-01,4.26112486e-01,4.61218876e-01,1.95879853e-04,-7.29734394e-05,1.22876916e+01
0.00000000e+00,3.84000000e-02,0.00000000e+00,9.91331139e-01,6.76200988e-01,5.01051484e-01,1.95404295e-04,-1.90375027e-04,3.30983502e+00
4.80000000e-03,3.84000000e-02,0.00000000e+00,9.94916487e-01,7.96758314e-01,7.46238481e-01,1.01111373e-04,-5.63626400e-05,2.20498384e+01
9.60000000e-03,3.84000000e-02,0.00000000e+00,9.95542868e-01,6.79525652e-01,4.12236727e-01,1.21911192e-04,2.87494375e-04,-1.40279460e+00
1.44000000e-02,3.84000000e-02,0.00000000e+00,9.90286798e-01,3.38526828e-01,5.35339593e-01,3.48885258e-04,3.15267517e-04,1.20086871e+01
1.92000000e-02,3.84000000e-02,0.00000000e+00,9.94111830e-01,4.30569132e-01,5.06131325e-01,1.62855405e-04,1.87236268e-04,2.66061478e+01
2.40000000e-02,3.84000000e-02,0.00000000e+00,9.89048771e-01,3.65271384e-01,7.32194884e-01,2.43136610e-04,-6.51237180e-05,-3.50136107e+01
2.88000000e-02,3.84000000e-02,0.00000000e+00,9.83305500e-01,2.41427112e-01,4.70006468e-01,4.29222616e-04,-3.68150477e-04,-2.50918336e+01
3.36000000e-02,3.84000000e-02,0.00000000e+00,9.91258308e-01,3.71134421e-01,7.50230962e-01,1.93738968e-04,-1.99104109e-04,-2.14864725e+01
0.00000000e+00,4.32000000e-02,0.00000000e+00,9.82794089e-01,3.96144859e-01,5.07800654e-01,4.89720327e-04,-7.86577737e-04,-6.19620802e+00
4.80000000e-03,4.32000000e-02,0.00000000e+00,9.96260087e-01,9.14378748e-01,7.31352686e-01,7.81940586e-05,-1.69859368e-04,9.89047450e+01
9.60000000e-03,4.32000000e-02,0.00000000e+00,9.93203236e-01,6.18010232e-01,2.88454612e-01,2.24866893e-04,2.22239342e-04,3.81547548e+01
1.44000000e-02,4.32000000e-02,0.00000000e+00,9.84550435e-01,2.86587835e-01,4.28693966e-01,5.12751040e-04,2.87205952e-04,2.36398237e+00
1.92000000e-02,4.32000000e-02,0.00000000e+00,9.85131396e-01,2.61700775e-01,6.46570889e-01,4.09704796e-04,3.61213398e-05,-4.51250566e+01
2.40000000e-02,4.32000000e-02,0.00000000e+00,9.90496455e-01,3.87142012e-01,7.62193042e-01,2.39979458e-04,-2.33193465e-05,-1.03637409e+01
2.88000000e-02,4.32000000e-02,0.00000000e+00,9.84538802e-01,3.12314890e-01,4.95781041e-01,4.11084550e-04,-1.07058548e-04,-2.53434402e+01
3.36000000e-02,4.32000000e-02,0.00000000e+00,9.93328193e-01,4.60467355e-01,5.35120805e-01,1.66511553e-04,-1.63287816e-04,-1.84310948e+01
0.00000000e+00,4.80000000e-02,0.00000000e+00,9.88717612e-01,3.10439974e-01,1.23225964e+00,3.71221533e-04,1.18190510e-04,-2.67058165e+01
4.80000000e-03,4.80000000e-02,0.00000000e+00,9.84140996e-01,5.03225490e-01,5.85060931e-01,4.92186206e-04,-1.53700449e-03,-7.72094202e+01
9.60000000e-03,4.80000000e-02,0.00000000e+00,9.91739506e-01,6.13738685e-01,2.98367611e-01,2.51004661e-04,-6.49404897e-04,7.83484394e+01
1.44000000e-02,4.80000000e-02,0.00000000e+00,9.82717989e-01,2.17893956e-01,5.04254418e-01,5.14926250e-04,-5.43560120e-04,1.73141131e+01
1.92000000e-02,4.80000000e-02,0.00000000e+00,9.89029460e-01,3.17194624e-01,5.48871805e-01,2.77902467e-04,2.54402053e-04,-8.01972372e+00
2.40000000e-02,4.80000000e-02,0.00000000e+00,9.88006473e-01,3.73250627e-01,6.95336936e-01,3.21736655e-04,1.05473436e-04,-1.30742790e+01
2.88000000e-02,4.80000000e-02,0.00000000e+00,9.90583186e-01,3.90487612e-01,5.56261054e-01,2.24633664e-04,2.88664533e-04,2.68907749e+01
3.36000000e-02,4.80000000e-02,0.00000000e+00,9.95637563e-01,5.74453763e-01,4.62874269e-01,1.01522030e-04,1.74802683e-04,2.16244188e+01
0.00000000e+00,5.28000000e-02,0.00000000e+00,9.95847087e-01,3.67290559e-01,7.00114323e-01,8.92114872e-05,4.32928876e-05,5.91609294e+01
4.80000000e-03,5.28000000e-02,0.00000000e+00,9.90869271e-01,2.81107646e-01,1.12891173e+00,2.26360724e-04,2.90943912e-04,2.41452935e+01
9.60000000e-03,5.28000000e-02,0.00000000e+00,9.81174408e-01,3.08710856e-01,5.37086465e-01,6.22181384e-04,-8.79288981e-04,-3.11573017e+01
1.44000000e-02,5.28000000e-02,0.00000000e+00,9.84779403e-01,2.51238161e-01,4.86829528e-01,3.86877305e-04,-8.36549804e-04,3.37678648e+01
1.92000000e-02,5.28000000e-02,0.00000000e+00,9.93637189e-01,3.93528395e-01,5.33990897e-01,1.47156755e-04,1.28861104e-04,6.56763230e+01
2.40000000e-02,5.28000000e-02,0.00000000e+00,9.91071919e-01,4.21058493e-01,6.92131543e-01,1.93544261e-04,6.88232090e-05,3.92406062e+01
2.88000000e-02,5.28000000e-02,0.00000000e+00,9.92672552e-01,4.40634004e-01,4.20497149e-01,1.67988883e-04,-2.27231744e-06,6.18791362e+01
3.36000000e-02,5.28000000e-02,0.00000000e+00,9.96552501e-01,6.46124935e-01,3.77362510e-01,7.53252278e-05,1.08519983e-04,7.65867398e+01
0.00000000e+00,5.76000000e-02,0.00000000e+00,9.96518158e-01,3.82209734e-01,6.51966761e-01,6.93573638e-05,5.58731110e-05,6.62324823e+01
4.80000000e-03,5.76000000e-02,0.00000000e+00,9.87809623e-01,2.49864502e-01,5.51615051e-01,3.06420458e-04,-6.75511480e-05,2.08136432e+01
9.60000000e-03,5.76000000e-02,0.00000000e+00,9.83689490e-01,1.70517911e-01,8.28935316e-01,3.97685471e-04,3.51788428e-04,5.91911092e-01
1.44000000e-02,5.76000000e-02,0.00000000e+00,9.83853986e-01,2.02801974e-01,6.25404818e-01,5.62363775e-04,7.57487007e-04,-1.04320788e+01
1.92000000e-02,5.76000000e-02,0.00000000e+00,9.88949144e-01,3.01871404e-01,9.04048545e-01,2.69166809e-04,1.36897107e-05,5.91760218e+00
2.40000000e-02,5.76000000e-02,0.00000000e+00,9.94037005e-01,4.58820738e-01,8.71935706e-01,1.40206590e-04,1.73408801e-04,2.91893740e+01
2.88000000e-02,5.76000000e-02,0.00000000e+00,9.92750731e-01,4.81033128e-01,4.03787268e-01,2.18735827e-04,1.94986845e-04,7.32038901e+01
3.36000000e-02,5.76000000e-02,0.00000000e+00,9.94187859e-01,5.44806673e-01,4.01411445e-01,1.62507246e-04,9.06998833e-05,6.11711905e+01
0.00000000e+00,6.24000000e-02,0.00000000e+00,9.94320261e-01,3.86943841e-01,5.55519761e-01,1.38786496e-04,-2.76669243e-05,2.11410940e+01
4.80000000e-03,6.24000000e-02,0.00000000e+00,9.90054586e-01,2.69308610e-01,7.64438003e-01,2.04472660e-04,-1.65315315e-04,2.16057710e+01
9.60000000e-03,6.24000000e-02,0.00000000e+00,9.85683122e-01,2.01765104e-01,5.90512168e-01,3.68633608e-04,1.25755636e-04,-2.48339924e+01
1.44000000e-02,6.24000000e-02,0.00000000e+00,9.82740592e-01,1.91758621e-01,5.73160762e-01,5.76088419e-04,3.73900215e-04,-5.14715881e+01
1.92000000e-02,6.24000000e-02,0.00000000e+00,9.89000602e-01,2.72339028e-01,8.45476467e-01,2.38029106e-04,8.83313675e-05,-9.32501682e+00
2.40000000e-02,6.24000000e-02,0.00000000e+00,9.89625229e-01,4.47919805e-01,5.54618374e-01,2.87410582e-04,4.25169227e-04,-1.62496197e+00
2.88000000e-02,6.24000000e-02,0.00000000e+00,9.82702336e-01,2.55654409e-01,6.09944585e-01,5.20732444e-04,7.77230966e-04,-4.58717673e+01
3.36000000e-02,6.24000000e-02,0.00000000e+00,9.92907075e-01,3.95715998e-01,5.96477968e-01,2.07040073e-04,1.35540278e-04,3.05467501e+01
0.00000000e+00,6.72000000e-02,0.00000000e+00,9.92512401e-01,3.89156298e-01,5.82492336e-01,1.60830609e-04,-2.24219287e-05,-3.69178132e-01
4.80000000e-03,6.72000000e-02,0.00000000e+00,9.90340347e-01,2.97195778e-01,8.03449686e-01,2.08661318e-04,-1.37682574e-04,2.01243236e+01
9.60000000e-03,6.72000000e-02,0.00000000e+00,9.89289137e-01,1.82917218e-01,7.35314350e-01,2.30334960e-04,-1.85386260e-04,5.06824381e+01
1.44000000e-02,6.72000000e-02,0.00000000e+00,9.90200810e-01,1.90199020e-01,6.46045769e-01,2.42587326e-04,-3.10668856e-04,6.29541207e+01
1.92000000e-02,6.72000000e-02,0.00000000e+00,9.90578640e-01,2.59224339e-01,7.73413673e-01,2.12401521e-04,-9.16684655e-05,6.89946006e+00
2.40000000e-02,6.72000000e-02,0.00000000e+00,9.93413666e-01,3.48184592e-01,7.65693830e-01,1.52327051e-04,-3.38332426e-05,1.49220584e+01
2.88000000e-02,6.72000000e-02,0.00000000e+00,9.91608090e-01,2.18644486e-01,6.34983458e-01,2.21696293e-04,2.39772901e-05,3.12475701e+01
3.36000000e-02,6.72000000e-02,0.00000000e+00,9.87600671e-01,1.96179762e-01,7.05723581e-01,3.17526932e-04,2.08454805e-04,-2.69415218e+01
0.00000000e+00,7.20000000e-02,0.00000000e+00,9.92558431e-01,3.36836512e-01,5.24222043e-01,1.67885505e-04,-3.07405335e-05,2.33441982e+01
4.80000000e-03,7.20000000e-02,0.00000000e+00,9.92784998e-01,4.04294794e-01,6.87344981e-01,1.61616097e-04,-1.17181188e-04,3.64250042e+01
9.60000000e-03,7.20000000e-02,0.00000000e+00,9.90477073e-01,2.23638503e-01,7.30691633e-01,2.18297559e-04,-1.31656488e-04,3.49007102e+01
1.44000000e-02,7.20000000e-02,0.00000000e+00,9.83925054e-01,1.51506389e-01,7.01723473e-01,4.12171542e-04,-1.86009585e-04,3.02640618e+01
1.92000000e-02,7.20000000e-02,0.00000000e+00,9.93819590e-01,3.38641892e-01,8.95783936e-01,1.33238636e-04,-1.32655472e-04,5.06452786e+01
2.40000000e-02,7.20000000e-02,0.00000000e+00,9.96265151e-01,4.77271788e-01,7.36713221e-01,8.11561039e-05,6.94472339e-05,4.51849204e+01
2.88000000e-02,7.20000000e-02,0.00000000e+00,9.88349150e-01,2.33716357e-01,3.47520992e-01,3.40117889e-04,2.78053357e-04,2.52149388e+01
3.36000000e-02,7.20000000e-02,0.00000000e+00,9.92799984e-01,2.34157174e-01,6.63794224e-01,1.64791533e-04,2.35969731e-04,3.06558028e+01
0.00000000e+00,7.68000000e-02,0.00000000e+00,9.91517579e-01,2.84540193e-01,4.76293012e-01,1.92241468e-04,-7.90361764e-05,3.30649036e+01
4.80000000e-03,7.68000000e-02,0.00000000e+00,9.94310183e-01,5.34424190e-01,6.43446256e-01,1.21584171e-04,-6.18558289e-05,4.06554664e+01
9.60000000e-03,7.68000000e-02,0.00000000e+00,9.92665064e-01,3.15128035e-01,6.19124268e-01,1.71281511e-04,-1.47199986e-04,4.93311578e+01
1.44000000e-02,7.68000000e-02,0.00000000e+00,9.87884110e-01,1.45843001e-01,8.37279510e-01,2.87981901e-04,2.14765433e-06,6.04265855e+01
1.92000000e-02,7.68000000e-02,0.00000000e+00,9.93416438e-01,3.23540157e-01,7.70662771e-01,1.33656668e-04,-6.47603006e-05,5.26723512e+01
2.40000000e-02,7.68000000e-02,0.00000000e+00,9.97350483e-01,5.54285587e-01,7.98119281e-01,5.32904375e-05,4.32329085e-05,6.32499662e+01
2.88000000e-02,7.68000000e-02,0.00000000e+00,9.91415725e-01,2.42344005e-01,3.51609009e-01,2.13149485e-04,-6.52996384e-05,5.95000470e+01
3.36000000e-02,7.68000000e-02,0.00000000e+00,9.91120747e-01,1.90057721e-01,5.71840590e-01,2.19700092e-04,1.10326412e-04,3.79958190e+01
0.00000000e+00,8.16000000e-02,0.00000000e+00,9.84328446e-01,1.65353587e-01,2.75172209e-01,5.26021400e-04,1.61587499e-04,4.61351789e+01
4.80000000e-03,8.16000000e-02,0.00000000e+00,9.93716474e-01,5.21830701e-01,5.48277114e-01,1.39449251e-04,-8.54715550e-05,4.00100723e+01
9.60000000e-03,8.16000000e-02,0.00000000e+00,9.94373913e-01,3.65167060e-01,6.58919150e-01,1.20636771e-04,-2.37402095e-04,6.81360470e+01
1.44000000e-02,8.16000000e-02,0.00000000e+00,9.88941414e-01,1.46418719e-01,9.04493719e-01,2.30851285e-04,1.31130461e-05,7.45359963e+01
1.92000000e-02,8.16000000e-02,0.00000000e+00,9.95368857e-01,2.98885363e-01,6.92781135e-01,9.73240176e-05,5.04286448e-05,8.63142097e+01
2.40000000e-02,8.16000000e-02,0.00000000e+00,9.97196595e-01,4.94765636e-01,9.16342023e-01,5.74354436e-05,6.96044532e-05,1.14026621e+02
2.88000000e-02,8.16000000e-02,0.00000000e+00,9.93286660e-01,2.88736612e-01,3.53019730e-01,1.62783551e-04,-7.23270420e-05,7.66017707e+01
3.36000000e-02,8.16000000e-02,0.00000000e+00,9.90771746e-01,1.43848571e-01,6.00998416e-01,2.13181308e-04,9.81168580e-08,6.59409096e+01
0.00000000e+00,8.64000000e-02,0.00000000e+00,9.81410884e-01,1.38105323e-01,4.36164085e-01,5.89732389e-04,-1.78773539e-04,6.88377709e+01
4.80000000e-03,8.64000000e-02,0.00000000e+00,9.94163710e-01,4.85851817e-01,6.93519508e-01,1.23745163e-04,-4.45395398e-05,6.55593262e+01
9.60000000e-03,8.64000000e-02,0.00000000e+00,9.91850392e-01,3.32788711e-01,6.55557032e-01,1.79278117e-04,-6.32021336e-05,3.38050962e+01
1.44000000e-02,8.64000000e-02,0.00000000e+00,9.90409621e-01,2.27711967e-01,7.60401035e-01,2.01385038e-04,1.31125643e-05,3.97758130e+01
1.92000000e-02,8.64000000e-02,0.00000000e+00,9.91968395e-01,3.51299377e-01,4.93761202e-01,2.94315725e-04,4.53821097e-04,1.22686845e+01
2.40000000e-02,8.64000000e-02,0.00000000e+00,9.80612337e-01,2.25983386e-01,4.30239287e-01,6.96079411e-04,8.39848303e-04,-2.69981623e+01
2.88000000e-02,8.64000000e-02,0.00000000e+00,9.89829415e-01,3.44627361e-01,5.16921976e-01,3.11275585e-04,-2.59194967e-04,3.18512042e+01
3.36000000e-02,8.64000000e-02,0.00000000e+00,9.88110149e-01,1.90948424e-01,6.60997411e-01,2.74077429e-04,-3.08231434e-05,4.72403014e+01
0.00000000e+00,9.12000000e-02,0.00000000e+00,9.85739543e-01,1.60275210e-01,7.19609324e-01,3.67413290e-04,-5.85157186e-05,-4.69280258e+00
4.80000000e-03,9.12000000e-02,0.00000000e+00,9.91238118e-01,4.11380045e-01,3.78752129e-01,2.13077082e-04,-3.43569200e-04,2.81719408e+01
9.60000000e-03,9.12000000e-02,0.00000000e+00,9.95971183e-01,5.03024754e-01,7.23927316e-01,8.05569295e-05,-1.11076298e-04,7.18884361e+01
1.44000000e-02,9.12000000e-02,0.00000000e+00,9.91177566e-01,3.01176615e-01,7.01486838e-01,1.89384590e-04,1.14592295e-04,3.61734046e+01
1.92000000e-02,9.12000000e-02,0.00000000e+00,9.95108680e-01,4.84445055e-01,5.07578787e-01,1.54523845e-04,3.41103727e-05,5.66965378e+01
2.40000000e-02,9.12000000e-02,0.00000000e+00,9.83852500e-01,2.11121972e-01,4.61384945e-01,6.13219232e-04,-6.94045056e-06,5.13835514e+01
2.88000000e-02,9.12000000e-02,0.00000000e+00,9.90913001e-01,4.12889421e-01,4.94107468e-01,2.59017686e-04,3.51613490e-04,-1.17091272e+00
3.36000000e-02,9.12000000e-02,0.00000000e+00,9.86940284e-01,2.09241030e-01,8.25661968e-01,3.11889375e-04,-9.56619682e-06,1.24080779e+01
0.00000000e+00,9.60000000e-02,0.00000000e+00,9.90792357e-01,2.10297108e-01,6.31646449e-01,2.24834859e-04,3.44221831e-05,1.00083965e+01
4.80000000e-03,9.60000000e-02,0.00000000e+00,9.87565943e-01,2.90120689e-01,5.28290860e-01,2.71935491e-04,1.20010062e-05,-1.73077191e+01
9.60000000e-03,9.60000000e-02,0.00000000e+00,9.88138686e-01,3.39342114e-01,7.81663195e-01,2.91272112e-04,-1.53788070e-04,-3.41673811e+01
1.44000000e-02,9.60000000e-02,0.00000000e+00,9.89254745e-01,3.22093792e-01,6.71566943e-01,2.50734263e-04,2.12424907e-04,2.02553988e+01
1.92000000e-02,9.60000000e-02,0.00000000e+00,9.80046940e-01,3.87405245e-01,2.38811720e-01,9.08798348e-04,1.63702311e-03,-1.95471633e+01
2.40000000e-02,9.60000000e-02,0.00000000e+00,9.82747577e-01,2.00928983e-01,5.77798863e-01,4.84611153e-04,2.22775301e-05,-6.17033021e+01
2.88000000e-02,9.60000000e-02,0.00000000e+00,9.97239428e-01,7.22101842e-01,6.02238233e-01,5.95140537e-05,7.48334881e-05,5.14694379e+01
3.36000000e-02,9.60000000e-02,0.00000000e+00,9.85037344e-01,2.41733257e-01,2.86623505e-01,5.72218353e-04,1.70734895e-04,4.85102424e+01
0.00000000e+00,1.00800000e-01,0.00000000e+00,9.88627052e-01,2.86927704e-01,4.42262366e-01,2.80704937e-04,-1.08105820e-04,-3.97754220e+01
