x,y,z,avg_af,avg_relV,H_index,var_af,drift_flux,avg_dPdy
2.40000000e-02,4.80000000e-03,0.00000000e+00,9.87449056e-01,2.97238382e-01,5.22077844e-01,4.37421961e-04,2.30745724e-04,-2.89553480e+01
2.88000000e-02,4.80000000e-03,0.00000000e+00,9.90527622e-01,2.76885308e-01,7.89849376e-01,1.97704506e-04,-7.03003301e-05,-1.60955236e+01
3.36000000e-02,4.80000000e-03,0.00000000e+00,9.86978559e-01,2.18617159e-01,6.69808849e-01,3.23640415e-04,-1.35140945e-04,-3.93733994e+01
0.00000000e+00,9.60000000e-03,0.00000000e+00,9.91589097e-01,4.69523968e-01,6.90336770e-01,1.80127505e-04,9.60363043e-05,1.79034466e+01
4.80000000e-03,9.60000000e-03,0.00000000e+00,9.94066643e-01,7.09245100e-01,6.62951019e-01,1.25364858e-04,4.89242071e-05,1.46821301e+01
9.60000000e-03,9.60000000e-03,0.00000000e+00,9.84292610e-01,2.43808588e-01,7.47876542e-01,3.40529330e-04,1.16674667e-04,-3.26686053e+01
1.44000000e-02,9.60000000e-03,0.00000000e+00,9.95652490e-01,5.26980589e-01,4.31788637e-01,9.66596174e-05,1.12065005e-04,-3.67099637e-01
1.92000000e-02,9.60000000e-03,0.00000000e+00,9.91938168e-01,4.77712656e-01,4.33862473e-01,1.97381057e-04,1.72820750e-04,-3.29832074e+01
2.40000000e-02,9.60000000e-03,0.00000000e+00,9.87569218e-01,2.74710929e-01,4.16628518e-01,3.60164620e-04,2.18368559e-04,-4.78043420e+01
2.88000000e-02,9.60000000e-03,0.00000000e+00,9.91514289e-01,3.53728809e-01,5.19971923e-01,2.37092621e-04,-3.92965064e-04,-4.77127214e+01
3.36000000e-02,9.60000000e-03,0.00000000e+00,9.92657004e-01,3.04409514e-01,5.77216702e-01,1.64559964e-04,5.26726651e-05,3.93208344e-01
0.00000000e+00,1.44000000e-02,0.00000000e+00,9.86882168e-01,4.00248786e-01,5.03228374e-01,3.96058848e-04,3.22788356e-04,-1.71763088e+01
4.80000000e-03,1.44000000e-02,0.00000000e+00,9.91802675e-01,6.49440590e-01,4.81520066e-01,2.17187228e-04,-8.38778346e-06,-3.22150643e+01
9.60000000e-03,1.44000000e-02,0.00000000e+00,9.91276029e-01,3.09654764e-01,8.09051503e-01,1.85314951e-04,4.58165225e-05,-2.54115143e+00
1.44000000e-02,1.44000000e-02,0.00000000e+00,9.97006287e-01,7.37567107e-01,4.37653700e-01,6.45668265e-05,-2.35452177e-05,1.59536749e+01
1.92000000e-02,1.44000000e-02,0.00000000e+00,9.94681327e-01,5.27626954e-01,3.71944390e-01,1.15271604e-04,3.41513895e-05,4.00272128e+01
2.40000000e-02,1.44000000e-02,0.00000000e+00,9.90477280e-01,2.59394492e-01,3.26603027e-01,2.88385853e-04,-3.22464312e-04,3.28572037e+01
2.88000000e-02,1.44000000e-02,0.00000000e+00,9.89862000e-01,3.89687971e-01,1.56359546e-01,4.11178719e-04,-9.38351464e-04,1.11814565e+01
3.36000000e-02,1.44000000e-02,0.00000000e+00,9.93965418e-01,4.60386688e-01,4.07671500e-01,1.41142170e-04,1.37057121e-04,2.37672372e+01
0.00000000e+00,1.92000000e-02,0.00000000e+00,9.90550762e-01,4.08821952e-01,6.01705834e-01,2.14524755e-04,-4.50677910e-05,-9.47950846e+00
4.80000000e-03,1.92000000e-02,0.00000000e+00,9.92028336e-01,5.38032280e-01,6.90175071e-01,1.68307125e-04,-1.65197362e-04,-1.56302875e+01
9.60000000e-03,1.92000000e-02,0.00000000e+00,9.90584609e-01,3.93104204e-01,6.44030846e-01,2.49379715e-04,1.28837021e-04,-8.69128858e+00
1.44000000e-02,1.92000000e-02,0.00000000e+00,9.97904329e-01,9.73638983e-01,5.97622501e-01,4.46289568e-05,4.15313081e-05,9.76790973e+00
1.92000000e-02,1.92000000e-02,0.00000000e+00,9.93593283e-01,4.38356141e-01,4.96619017e-01,1.33685699e-04,9.13170591e-05,3.15753191e+01
2.40000000e-02,1.92000000e-02,0.00000000e+00,9.87534639e-01,2.25091461e-01,4.27373503e-01,2.97246019e-04,-2.92476799e-04,1.58744877e+01
2.88000000e-02,1.92000000e-02,0.00000000e+00,9.91135994e-01,3.29810376e-01,4.09984935e-01,1.95259009e-04,-3.73731989e-04,2.10825122e+01
3.36000000e-02,1.92000000e-02,0.00000000e+00,9.91754927e-01,4.62273907e-01,5.24588359e-01,1.96144960e-04,-8.13978343e-06,7.74475795e+00
0.00000000e+00,2.40000000e-02,0.00000000e+00,9.88822305e-01,4.34035348e-01,5.07438321e-01,2.67549665e-04,-1.06129175e-06,-5.63906340e+01
4.80000000e-03,2.40000000e-02,0.00000000e+00,9.91146099e-01,5.03190626e-01,6.88125113e-01,1.90990143e-04,-3.33126280e-05,-2.56040388e+01
9.60000000e-03,2.40000000e-02,0.00000000e+00,9.90921520e-01,4.28027126e-01,5.68472990e-01,2.54310911e-04,4.43400916e-04,-6.87025754e+00
1.44000000e-02,2.40000000e-02,0.00000000e+00,9.96985638e-01,1.05863484e+00,6.06806278e-01,6.43623008e-05,1.40109466e-04,-7.33234390e-01
1.92000000e-02,2.40000000e-02,0.00000000e+00,9.89851209e-01,3.94264845e-01,4.11189967e-01,2.54322864e-04,2.72295330e-04,-1.84789238e+01
2.40000000e-02,2.40000000e-02,0.00000000e+00,9.86573175e-01,2.19984381e-01,6.65821512e-01,2.92795685e-04,3.26443893e-05,-3.39405958e+01
2.88000000e-02,2.40000000e-02,0.00000000e+00,9.86846986e-01,2.52541066e-01,7.63983986e-01,3.09695380e-04,-2.66408183e-04,-6.67809630e+01
3.36000000e-02,2.40000000e-02,0.00000000e+00,9.87228690e-01,3.47687804e-01,7.30796487e-01,2.66489471e-04,5.23969408e-05,-1.12987118e+02
0.00000000e+00,2.88000000e-02,0.00000000e+00,9.91348319e-01,4.96186849e-01,5.49860935e-01,1.96568228e-04,1.82171512e-04,-2.19094266e+01
4.80000000e-03,2.88000000e-02,0.00000000e+00,9.87934168e-01,4.76950779e-01,3.95188148e-01,4.89789144e-04,1.14940811e-04,-5.50513167e+00
9.60000000e-03,2.88000000e-02,0.00000000e+00,9.88545328e-01,5.27846970e-01,3.45751120e-01,3.81779907e-04,6.30690648e-04,-2.48673317e+01
1.44000000e-02,2.88000000e-02,0.00000000e+00,9.95594043e-01,9.68127720e-01,6.94822629e-01,9.18142767e-05,1.16069966e-04,-3.86689257e+01
1.92000000e-02,2.88000000e-02,0.00000000e+00,9.88690748e-01,4.61956096e-01,4.21028746e-01,2.82084467e-04,2.18633152e-05,-8.69036440e+01
2.40000000e-02,2.88000000e-02,0.00000000e+00,9.89322322e-01,3.20373018e-01,7.21600383e-01,2.36371403e-04,-2.27491583e-05,-5.87444401e+01
2.88000000e-02,2.88000000e-02,0.00000000e+00,9.91440249e-01,2.71263749e-01,5.93572987e-01,1.92884766e-04,-3.93271864e-04,-2.18668896e+01
3.36000000e-02,2.88000000e-02,0.00000000e+00,9.94492630e-01,4.58144333e-01,7.26982600e-01,1.24989353e-04,-1.07112917e-04,-1.78761334e+01
0.00000000e+00,3.36000000e-02,0.00000000e+00,9.92941500e-01,6.18997495e-01,5.60459906e-01,1.52605185e-04,2.00203702e-04,-2.06730591e+01
4.80000000e-03,3.36000000e-02,0.00000000e+00,9.86723004e-01,4.32492975e-01,4.86502113e-01,3.59875448e-04,2.06064977e-04,-5.02991555e+01
9.60000000e-03,3.36000000e-02,0.00000000e+00,9.92590191e-01,5.36829058e-01,5.36125775e-01,1.74635411e-04,1.52371437e-04,-2.01755045e+01
1.44000000e-02,3.36000000e-02,0.00000000e+00,9.95249819e-01,8.73621282e-01,7.52512529e-01,9.33130955e-05,-5.94747955e-05,8.94676259e-01
1.92000000e-02,3.36000000e-02,0.00000000e+00,9.90763659e-01,5.05621222e-01,2.71959357e-01,2.51455259e-04,-1.18128486e-04,1.19614175e+01
2.40000000e-02,3.36000000e-02,0.00000000e+00,9.92837881e-01,3.66525256e-01,6.16253767e-01,1.51243849e-04,7.86263827e-05,2.17912691e+01
2.88000000e-02,3.36000000e-02,0.00000000e+00,9.88812218e-01,2.15569675e-01,6.64395378e-01,2.78371956e-04,-1.16351524e-04,6.32467819e-01
3.36000000e-02,3.36000000e-02,0.00000000e+00,9.97486732e-01,7.03055416e-01,6.41782100e-01,5.09036505e-05,-8.94931968e-05,-5.07047447e+00
0.00000000e+00,3.84000000e-02,0.00000000e+00,9.94808541e-01,7.94292100e-01,6.29048841e-01,1.10716744e-04,9.95956850e-05,-1.68459344e+00
4.80000000e-03,3.84000000e-02,0.00000000e+00,9.92768266e-01,5.30960807e-01,7.14366113e-01,1.53854161e-04,1.69149649e-04,1.26908480e+00
9.60000000e-03,3.84000000e-02,0.00000000e+00,9.94544866e-01,6.14489083e-01,7.60884649e-01,1.18742177e-04,1.52386892e-04,6.82364615e+00
1.44000000e-02,3.84000000e-02,0.00000000e+00,9.92351284e-01,5.69998245e-01,6.58389276e-01,2.12841741e-04,2.80191944e-05,8.40728449e+01
1.92000000e-02,3.84000000e-02,0.00000000e+00,9.92248908e-01,4.72680912e-01,5.24157980e-01,2.76746495e-04,-3.16263588e-04,1.10022535e+02
2.40000000e-02,3.84000000e-02,0.00000000e+00,9.91080164e-01,3.49472531e-01,6.56580262e-01,2.01257341e-04,-3.10592808e-04,2.43987231e+01
2.88000000e-02,3.84000000e-02,0.00000000e+00,9.86577744e-01,2.00069882e-01,5.78415018e-01,3.64936438e-04,-3.00842982e-04,-2.13621343e+00
3.36000000e-02,3.84000000e-02,0.00000000e+00,9.96977400e-01,7.20662915e-01,5.05882557e-01,6.42736211e-05,-1.33415546e-04,6.41298253e+00
0.00000000e+00,4.32000000e-02,0.00000000e+00,9.95643452e-01,9.09926774e-01,6.84638662e-01,9.21449728e-05,5.98735523e-05,2.49898846e+01
4.80000000e-03,4.32000000e-02,0.00000000e+00,9.93928302e-01,6.90424228e-01,6.09308420e-01,1.28872214e-04,1.37446875e-04,1.22107362e+01
9.60000000e-03,4.32000000e-02,0.00000000e+00,9.94519322e-01,6.95005922e-01,6.11445221e-01,1.54068299e-04,-1.27386662e-04,-3.18888165e+01
1.44000000e-02,4.32000000e-02,0.00000000e+00,9.82578047e-01,2.82874921e-01,7.50822526e-01,5.43798322e-04,5.35105661e-04,-1.17474353e+02
1.92000000e-02,4.32000000e-02,0.00000000e+00,9.82211514e-01,2.69086411e-01,7.07963030e-01,5.39929513e-04,-3.04429977e-04,-1.16740884e+02
2.40000000e-02,4.32000000e-02,0.00000000e+00,9.87609000e-01,3.18785156e-01,7.16401013e-01,2.92422769e-04,-1.29509472e-04,-4.63096189e+01
2.88000000e-02,4.32000000e-02,0.00000000e+00,9.85633674e-01,1.95472041e-01,5.45761322e-01,3.79648069e-04,-5.65044733e-04,1.72413012e+01
3.36000000e-02,4.32000000e-02,0.00000000e+00,9.96161362e-01,7.32876103e-01,4.81318692e-01,8.62067122e-05,1.11225738e-05,3.63742888e+01
0.00000000e+00,4.80000000e-02,0.00000000e+00,9.96022541e-01,9.44255347e-01,5.38296034e-01,8.93145524e-05,9.42620718e-05,1.09599422e+02
4.80000000e-03,4.80000000e-02,0.00000000e+00,9.94715051e-01,6.94057904e-01,5.62127058e-01,1.16954693e-04,3.41432098e-05,8.24436831e+01
9.60000000e-03,4.80000000e-02,0.00000000e+00,9.99166583e-01,9.17927491e-01,6.30372230e-01,1.64715946e-05,-2.98088365e-06,9.14521337e+01
1.44000000e-02,4.80000000e-02,0.00000000e+00,9.85942767e-01,2.43864817e-01,3.12825374e-01,5.42226424e-04,2.78136937e-04,4.88524334e+01
1.92000000e-02,4.80000000e-02,0.00000000e+00,9.88774143e-01,2.57512712e-01,5.39504635e-01,2.93798930e-04,8.46798124e-05,1.17350614e+01
2.40000000e-02,4.80000000e-02,0.00000000e+00,9.92414625e-01,3.86907683e-01,7.93606560e-01,1.77807944e-04,3.28345163e-05,2.03765587e+01
2.88000000e-02,4.80000000e-02,0.00000000e+00,9.89121109e-01,2.54121187e-01,7.39393089e-01,2.60512522e-04,-8.78063805e-05,2.78404906e+01
3.36000000e-02,4.80000000e-02,0.00000000e+00,9.93406642e-01,6.01526251e-01,3.44837772e-01,1.54094235e-04,8.80362199e-05,7.41602943e+01
0.00000000e+00,5.28000000e-02,0.00000000e+00,9.87507576e-01,4.67536766e-01,5.54017617e-01,3.14236636e-04,-1.62142605e-05,4.70506144e+01
4.80000000e-03,5.28000000e-02,0.00000000e+00,9.92649959e-01,5.95563652e-01,5.42021208e-01,1.92765790e-04,-2.07556310e-04,1.02966872e+02
9.60000000e-03,5.28000000e-02,0.00000000e+00,9.96303205e-01,8.58930418e-01,2.01703514e-01,1.60380520e-04,-4.00102784e-04,1.27203833e+02
1.44000000e-02,5.28000000e-02,0.00000000e+00,9.80163822e-01,3.01009305e-01,2.11855551e-01,7.70270545e-04,-1.66484542e-03,3.50613043e+01
1.92000000e-02,5.28000000e-02,0.00000000e+00,9.91635080e-01,3.19007911e-01,5.36892897e-01,2.01918479e-04,1.69423570e-05,1.35183199e+01
2.40000000e-02,5.28000000e-02,0.00000000e+00,9.89892938e-01,3.20781939e-01,7.01952894e-01,2.30659935e-04,4.18764948e-06,2.96127973e+01
2.88000000e-02,5.28000000e-02,0.00000000e+00,9.91693219e-01,2.99308591e-01,6.82824407e-01,1.73184014e-04,1.72201607e-04,6.47359561e+01
3.36000000e-02,5.28000000e-02,0.00000000e+00,9.90290113e-01,3.74121985e-01,9.48630390e-01,2.05681155e-04,-3.55721803e-06,4.76757441e+01
0.00000000e+00,5.76000000e-02,0.00000000e+00,9.88664075e-01,2.84735188e-01,1.39310487e+00,2.46268761e-04,8.59246156e-06,1.26769376e+01
4.80000000e-03,5.76000000e-02,0.00000000e+00,9.84315754e-01,2.57653045e-01,7.01630186e-01,3.66433797e-04,-9.62886132e-05,-1.56410781e+01
9.60000000e-03,5.76000000e-02,0.00000000e+00,9.76107154e-01,3.17517687e-01,4.77578137e-01,1.11922700e-03,-6.65560768e-04,-7.75898681e+01
1.44000000e-02,5.76000000e-02,0.00000000e+00,9.81440041e-01,2.25076447e-01,6.00948827e-01,5.79947462e-04,-7.83893316e-04,-2.74574253e+01
1.92000000e-02,5.76000000e-02,0.00000000e+00,9.93185160e-01,3.67995365e-01,5.50840280e-01,1.55347814e-04,-4.78128100e-05,4.18990019e+01
2.40000000e-02,5.76000000e-02,0.00000000e+00,9.90134792e-01,3.27937135e-01,6.40868194e-01,2.31650489e-04,2.78584352e-04,5.08577210e+01
2.88000000e-02,5.76000000e-02,0.00000000e+00,9.87750489e-01,2.16958149e-01,6.59577933e-01,2.65761863e-04,1.31767323e-04,5.25272900e+01
3.36000000e-02,5.76000000e-02,0.00000000e+00,9.93052790e-01,3.71739461e-01,6.71512925e-01,1.65269198e-04,-1.00274394e-04,2.98386522e+01
0.00000000e+00,6.24000000e-02,0.00000000e+00,9.91091830e-01,2.59954818e-01,8.76513388e-01,1.83702619e-04,8.24036992e-05,1.52069215e+01
4.80000000e-03,6.24000000e-02,0.00000000e+00,9.87995156e-01,2.46542832e-01,7.66570731e-01,2.67927111e-04,-3.27160828e-04,-1.00623263e+01
9.60000000e-03,6.24000000e-02,0.00000000e+00,9.90000855e-01,1.89669721e-01,1.08157076e+00,3.12588045e-04,-2.54440827e-04,-9.38371475e+00
1.44000000e-02,6.24000000e-02,0.00000000e+00,9.90657935e-01,1.94564204e-01,5.63323298e-01,2.09414530e-04,4.72102377e-05,4.33810360e+01
1.92000000e-02,6.24000000e-02,0.00000000e+00,9.90431837e-01,3.87515437e-01,4.03889147e-01,2.31439088e-04,1.72607181e-04,2.53770867e+01
2.40000000e-02,6.24000000e-02,0.00000000e+00,9.90899085e-01,3.76060459e-01,6.72883450e-01,2.05017535e-04,2.15983976e-04,1.77671374e+01
2.88000000e-02,6.24000000e-02,0.00000000e+00,9.87175327e-01,2.17952287e-01,7.62060101e-01,2.82877981e-04,2.30725153e-04,8.50444561e+00
3.36000000e-02,6.24000000e-02,0.00000000e+00,9.91823663e-01,3.88779178e-01,4.48662406e-01,2.17255023e-04,-2.32229084e-04,4.08975375e+01
0.00000000e+00,6.72000000e-02,0.00000000e+00,9.94069327e-01,4.16240822e-01,7.04320892e-01,1.32498155e-04,-1.14654262e-04,3.00628136e+01
4.80000000e-03,6.72000000e-02,0.00000000e+00,9.89886534e-01,2.53419361e-01,6.99376415e-01,2.09897278e-04,-3.02403334e-04,1.93490991e+01
9.60000000e-03,6.72000000e-02,0.00000000e+00,9.91291981e-01,1.92319826e-01,4.92764484e-01,2.50313992e-04,-4.01760957e-04,4.66929991e+01
1.44000000e-02,6.72000000e-02,0.00000000e+00,9.92178610e-01,2.76001487e-01,5.57302313e-01,2.52325700e-04,-6.34971081e-04,1.65546960e+01
1.92000000e-02,6.72000000e-02,0.00000000e+00,9.92181146e-01,3.87847154e-01,5.00689272e-01,1.83678236e-04,-1.97741650e-05,2.39922081e+01
2.40000000e-02,6.72000000e-02,0.00000000e+00,9.90542975e-01,3.53700163e-01,7.94377423e-01,2.20029522e-04,1.16165384e-04,-1.57192780e+01
2.88000000e-02,6.72000000e-02,0.00000000e+00,9.85249985e-01,2.19751625e-01,6.98257484e-01,3.81480283e-04,2.69616469e-04,-5.06367306e+01
3.36000000e-02,6.72000000e-02,0.00000000e+00,9.90164183e-01,2.61863019e-01,8.63719945e-01,2.39059227e-04,1.50296552e-04,-2.82736951e+01
0.00000000e+00,7.20000000e-02,0.00000000e+00,9.87491463e-01,4.03696285e-01,3.21824174e-01,4.63714206e-04,1.29168241e-04,-7.15292433e+01
4.80000000e-03,7.20000000e-02,0.00000000e+00,9.90436680e-01,3.22671416e-01,7.36932231e-01,2.08287151e-04,-1.70290781e-04,-1.17793134e+01
9.60000000e-03,7.20000000e-02,0.00000000e+00,9.84632180e-01,1.93810001e-01,3.77954659e-01,4.58931584e-04,-2.77221549e-04,2.15829886e+01
1.44000000e-02,7.20000000e-02,0.00000000e+00,9.91050036e-01,3.16705903e-01,3.04932741e-01,2.87139332e-04,-3.07515755e-04,4.13981779e+01
1.92000000e-02,7.20000000e-02,0.00000000e+00,9.94342688e-01,4.13531168e-01,6.86385009e-01,1.46898294e-04,-4.17855531e-04,2.04275608e+01
2.40000000e-02,7.20000000e-02,0.00000000e+00,9.93199869e-01,3.10635879e-01,8.43751278e-01,1.42498077e-04,-1.74952710e-05,3.53977753e+01
2.88000000e-02,7.20000000e-02,0.00000000e+00,9.92321526e-01,2.23390924e-01,5.26371883e-01,1.85576068e-04,1.58056982e-05,2.83684084e+01
3.36000000e-02,7.20000000e-02,0.00000000e+00,9.89190338e-01,2.32403136e-01,6.24564377e-01,2.99718087e-04,2.78058897e-05,-2.86195493e+01
0.00000000e+00,7.68000000e-02,0.00000000e+00,9.88874215e-01,1.98884327e-01,5.81662814e-01,2.41247819e-04,4.51843692e-06,4.67235723e+01
4.80000000e-03,7.68000000e-02,0.00000000e+00,9.92307556e-01,3.60237265e-01,7.14226894e-01,1.63547313e-04,1.83571611e-05,4.12584419e+01
9.60000000e-03,7.68000000e-02,0.00000000e+00,9.86293143e-01,2.37002968e-01,3.42420920e-01,3.77269167e-04,-3.55890091e-04,3.34834633e+01
1.44000000e-02,7.68000000e-02,0.00000000e+00,9.91418185e-01,2.62134865e-01,5.16734435e-01,1.94890993e-04,-1.91250978e-04,3.51550326e+01
1.92000000e-02,7.68000000e-02,0.00000000e+00,9.97095280e-01,5.09231881e-01,7.53902783e-01,6.17555465e-05,-9.12417833e-05,5.92250681e+01
2.40000000e-02,7.68000000e-02,0.00000000e+00,9.96518477e-01,4.21543426e-01,6.98909383e-01,7.34761656e-05,-9.86832988e-05,6.55651938e+01
2.88000000e-02,7.68000000e-02,0.00000000e+00,9.93148691e-01,2.50254313e-01,5.56413309e-01,1.59296416e-04,-3.61944672e-05,5.96692836e+01
3.36000000e-02,7.68000000e-02,0.00000000e+00,9.93127297e-01,1.91569655e-01,7.85740462e-01,1.44363013e-04,1.27244707e-04,4.04957874e+01
0.00000000e+00,8.16000000e-02,0.00000000e+00,9.88018980e-01,1.46692175e-01,6.64025751e-01,2.77362604e-04,-1.25977879e-04,4.02550607e+01
4.80000000e-03,8.16000000e-02,0.00000000e+00,9.93318565e-01,3.63761456e-01,7.62801171e-01,1.34095401e-04,5.50780375e-05,5.51704938e+01
9.60000000e-03,8.16000000e-02,0.00000000e+00,9.89547771e-01,2.70160723e-01,4.31533389e-01,2.41329898e-04,-2.46600428e-04,4.15054419e+01
1.44000000e-02,8.16000000e-02,0.00000000e+00,9.92034562e-01,2.57974755e-01,4.67802345e-01,1.98081660e-04,1.03008416e-04,4.34486016e+01
1.92000000e-02,8.16000000e-02,0.00000000e+00,9.93835436e-01,3.75144648e-01,7.78157096e-01,1.30187906e-04,2.72709288e-05,4.82001502e+01
2.40000000e-02,8.16000000e-02,0.00000000e+00,9.95752854e-01,5.35794563e-01,5.13196278e-01,1.06483920e-04,1.15176467e-04,2.23858085e+01
2.88000000e-02,8.16000000e-02,0.00000000e+00,9.93727950e-01,3.42679361e-01,6.17539664e-01,1.44802906e-04,-2.08649275e-04,2.87402663e+01
3.36000000e-02,8.16000000e-02,0.00000000e+00,9.93562327e-01,1.77428485e-01,7.52501132e-01,1.38961041e-04,-3.41561132e-05,5.28496503e+01
0.00000000e+00,8.64000000e-02,0.00000000e+00,9.90082908e-01,1.28909436e-01,6.93249322e-01,2.32277754e-04,-2.45635174e-04,7.39640322e+01
4.80000000e-03,8.64000000e-02,0.00000000e+00,9.89090664e-01,2.88986376e-01,6.34056169e-01,2.43978556e-04,4.64646560e-05,4.59107779e+01
9.60000000e-03,8.64000000e-02,0.00000000e+00,9.92629825e-01,3.14840594e-01,5.59981136e-01,1.59208222e-04,-2.66255318e-04,4.94747911e+01
1.44000000e-02,8.64000000e-02,0.00000000e+00,9.92625084e-01,3.21561240e-01,3.99660677e-01,1.84812788e-04,8.16900606e-05,4.55957401e+01
1.92000000e-02,8.64000000e-02,0.00000000e+00,9.93570895e-01,4.23108888e-01,5.07180433e-01,2.12171687e-04,1.39184117e-04,3.75428850e+00
2.40000000e-02,8.64000000e-02,0.00000000e+00,9.91464032e-01,3.87166969e-01,2.85710065e-01,3.48067964e-04,2.21486413e-04,4.22729563e+01
2.88000000e-02,8.64000000e-02,0.00000000e+00,9.94715259e-01,4.32926050e-01,2.89015113e-01,1.47872301e-04,-1.36003835e-04,7.33301389e+01
3.36000000e-02,8.64000000e-02,0.00000000e+00,9.92157329e-01,1.73150941e-01,3.48889977e-01,3.07939331e-04,-2.82998153e-04,8.79704110e+01
0.00000000e+00,9.12000000e-02,0.00000000e+00,9.81704543e-01,1.61437304e-01,4.87432978e-01,7.07311805e-04,-5.21447252e-04,4.69657632e+01
4.80000000e-03,9.12000000e-02,0.00000000e+00,9.88361782e-01,2.34511367e-01,6.38309919e-01,2.52725148e-04,4.80159858e-05,1.93633734e+01
9.60000000e-03,9.12000000e-02,0.00000000e+00,9.92197159e-01,3.43185809e-01,6.03653997e-01,1.69203501e-04,-1.58866575e-04,3.39591247e+01
1.44000000e-02,9.12000000e-02,0.00000000e+00,9.91562925e-01,3.06835375e-01,4.99745273e-01,1.93447652e-04,-1.69911440e-06,4.67622580e+01
1.92000000e-02,9.12000000e-02,0.00000000e+00,9.94642664e-01,4.55780145e-01,3.75002118e-01,1.68214029e-04,2.80384375e-04,6.11517656e+01
2.40000000e-02,9.12000000e-02,0.00000000e+00,9.81843133e-01,2.83171876e-01,2.05874200e-01,8.23110701e-04,1.14692173e-03,6.53491152e+01
2.88000000e-02,9.12000000e-02,0.00000000e+00,9.84264101e-01,3.28925430e-01,2.57929481e-01,6.47008813e-04,5.93216954e-04,5.11051430e+01
3.36000000e-02,9.12000000e-02,0.00000000e+00,9.77582903e-01,1.61812487e-01,2.26576949e-01,1.08669755e-03,1.66988002e-04,4.33387045e+01
0.00000000e+00,9.60000000e-02,0.00000000e+00,9.80757391e-01,1.50661997e-01,5.55687685e-01,5.68835791e-04,-2.84311635e-04,-8.37651686e+00
4.80000000e-03,9.60000000e-02,0.00000000e+00,9.91849689e-01,2.96078761e-01,5.89073625e-01,1.69652682e-04,-6.42538126e-06,3.52231602e+01
9.60000000e-03,9.60000000e-02,0.00000000e+00,9.93404407e-01,3.50040769e-01,7.87150804e-01,1.34895729e-04,-4.57420959e-05,5.62292560e+01
1.44000000e-02,9.60000000e-02,0.00000000e+00,9.93999174e-01,4.15545687e-01,4.47056992e-01,1.39541799e-04,1.63780375e-04,6.40954922e+01
1.92000000e-02,9.60000000e-02,0.00000000e+00,9.89852321e-01,4.12030661e-01,3.31998593e-01,3.54027239e-04,5.86790827e-04,-1.24244232e+01
2.40000000e-02,9.60000000e-02,0.00000000e+00,9.78313667e-01,1.89342894e-01,6.19319078e-01,5.98146535e-04,8.13720698e-05,-2.41306925e+01
2.88000000e-02,9.60000000e-02,0.00000000e+00,9.85647281e-01,2.88610688e-01,5.80733134e-01,4.07324339e-04,-3.41783097e-04,-1.25358072e+01
3.36000000e-02,9.60000000e-02,0.00000000e+00,9.73007350e-01,1.30136921e-01,4.80383841e-01,7.86403109e-04,3.49119755e-04,-2.23580430e+01
0.00000000e+00,1.00800000e-01,0.00000000e+00,9.81046406e-01,1.60702204e-01,3.70934125e-01,7.49437958e-04,-2.27820923e-04,-1.33240815e+01
4.80000000e-03,1.00800000e-01,0.00000000e+00,9.91533267e-01,3.31705550e-01,6.18051674e-01,1.82868380e-04,-1.04210795e-05,-7.99979203e-01
